"","Player","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","Prog_Passes","Succ_Dribbles","Att_Dribbles","Fls","Fld","Off","Crs","TklW","OG","PKwon","PKcon","Club"
"2292","Mario Tičinović",161,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2293","Marius Bülter",1173,3,0,2,2,26,6,3,0,510,8,7,14,3.3,1.7,1.9,37,1,225,367,888,29,9,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2294","Marius Høibråten",750,1,0,0,0,3,2,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,NA,NA,NA
"2295","Marius Wolf",530,1,1,0,0,10,4,1,0,385,8,8,14,0.4,0.4,1,14,3,228,310,NA,20,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2296","Marjan Radeski",64,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2297","Mark Flekken",1350,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0.1,5,0,457,624,1100.2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2298","Mark Oliver Roosnupp",90,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2299","Mark Travers",675,0,0,0,0,0,0,0,0,255,0,0,1,0,0,0,0,0,164,233,566.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2300","Mark Uth",NA,0,0,0,0,1,1,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2301","Marko Arnautović",1099,8,0,3,3,20,10,4,0,443,8,2,7,5.5,3.1,1.8,33,3,234,336,924.9,21,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2302","Marko Božič",175,0,1,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2303","Marko Bulat",29,0,0,0,0,1,0,0,0,27,2,0,0,0,0,0,2,0,19,23,248,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2304","Marko Dmitrović",405,0,0,0,0,0,0,1,0,188,0,0,1,0,0,0,1,0,121,173,356.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2305","Marko Dugandžić",35,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2306","Marko Gobeljić",90,0,1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2307","Marko Grujić",111,0,0,0,0,2,1,1,0,71,3,0,1,0,0,0,2,0,53,61,269.9,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2308","Marko Janković",549,0,0,0,0,2,1,2,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,0,2,5,0,NA,NA,NA
"2309","Marko Lazetić",9,0,0,0,0,1,0,1,0,4,0,0,0,0.1,0.1,0,0,0,1,1,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2310","Marko Livaja",79,1,0,0,0,3,3,0,0,33,1,0,0,0.6,0.6,0,0,0,11,21,100,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2311","Marko Matanovic",167,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2312","Marko Miličković",505,0,0,0,0,0,0,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2313","Marko Milovanović",15,0,0,0,0,1,0,1,0,11,0,0,0,0.1,0.1,0,1,0,4,9,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2314","Marko Pjaca",348,0,0,0,0,11,2,0,0,191,2,0,1,0.5,0.5,0.4,17,1,116,151,523.1,5,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2315","Marko Putinčanin",73,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2316","Marko Stamenic",271,0,0,0,0,2,0,3,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2317","Marko Vešović",717,0,0,0,0,0,0,2,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,3,4,9,0,NA,NA,NA
"2318","Marlon",824,0,0,0,0,3,1,3,0,617,14,9,5,0.1,0.1,0.3,4,0,509,547,1021.8,19,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2319","Marlos Moreno",4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2320","Marquinhos",1848,1,1,0,0,12,3,1,0,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2321","Marsel Ismajlgeci",180,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2322","Marshall Munetsi",904,2,0,0,0,22,8,4,0,424,24,15,12,2.7,2.7,0.9,27,0,214,300,858.1,29,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2323","Marten de Roon",1123,0,1,0,0,2,0,3,0,699,27,16,10,0,0,0,15,1,474,599,1194.5,29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2324","Martin Adeline",93,0,0,0,0,1,0,1,0,50,3,2,3,0.1,0.1,0,2,0,23,34,256.9,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2325","Martin Baturina",364,0,0,0,0,1,0,2,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2326","Martin Braithwaite",744,3,1,0,0,18,7,2,1,206,5,1,4,2.6,2.6,0.4,11,2,77,127,608.5,11,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2327","Martín Cáceres",90,0,0,0,0,0,0,1,0,83,0,0,0,0,0,0,1,0,68,79,86.1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2328","Martin Erlic",867,0,0,0,0,0,0,1,0,503,5,13,18,0,0,0,5,0,365,412,877.2,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2329","Martin Hongla",644,0,0,0,0,6,3,4,0,330,8,8,9,0.2,0.2,0.4,16,1,215,273,NA,20,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2330","Martin Milec",270,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2331","Martín Montoya",183,0,0,0,0,0,0,0,0,127,7,2,2,0,0,0.3,4,0,84,112,224.8,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2332","Martin Ødegaard",1074,6,2,0,0,30,12,2,0,690,12,2,6,4.2,4.2,2.6,54,4,461,592,1005.6,53,16,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2333","Martin Olsson",233,1,0,0,0,1,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2334","Martin Satriano",870,1,1,0,0,22,7,3,0,286,7,1,4,2.2,2.2,0.7,15,2,123,183,877.6,6,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2335","Martin Terrier",1196,8,3,0,0,42,23,0,0,688,23,13,14,5.1,5.1,2.4,52,8,400,532,1049.5,38,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2336","Martin Valjent",1155,0,0,0,0,0,0,5,0,626,14,17,23,0,0,0,3,1,418,513,1025.2,22,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2337","Martín Zubimendi",1151,1,2,0,0,5,2,4,0,771,23,13,16,0.6,0.6,0.6,15,4,562,669,1160.1,56,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2338","Martinelli",1185,5,2,0,0,33,13,1,0,636,12,7,13,3.3,3.3,3.3,56,9,339,457,1073.7,45,28,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2339","Márton Dárdai",181,0,0,0,0,1,0,1,0,107,2,5,1,0,0,0,0,0,44,79,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2340","Marvin Ducksch",1302,3,3,0,1,41,23,1,0,586,5,5,5,5.5,4.7,2.7,53,12,285,454,940.2,22,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2341","Marvin Friedrich",963,1,0,0,0,7,3,1,0,829,13,11,9,0.7,0.7,0.5,7,0,630,738,NA,25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2342","Marvin Plattenhardt",996,0,2,0,0,3,1,2,0,657,23,7,11,0.1,0.1,2.1,33,5,378,560,881.5,36,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2343","Marvin Schwäbe",1350,0,0,0,0,0,0,0,0,672,0,2,0,0,0,0,3,1,521,643,1215.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2344","Marvin Senaya",9,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,4,5,80,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2345","Maryan Shved",187,2,0,0,0,7,3,0,0,82,6,4,4,0.4,0.4,0,2,0,35,51,208.4,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346","Mason Holgate",320,0,0,0,0,3,0,1,0,198,8,6,5,0.3,0.3,0.3,6,2,107,148,283.6,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2347","Mason Mount",1581,2,3,0,0,38,11,4,0,1023,38,5,22,2.4,2.4,2.3,53,8,631,813,1654.8,64,18,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348","Massadio Haïdara",743,0,0,0,0,3,0,3,0,548,15,24,16,0.3,0.3,0.3,9,0,407,462,1123.2,29,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2349","Mate Vatsadze",55,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2350","Matej Trusa",31,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2351","Mateo Fernández",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2352","Mateo Kovačić",1157,1,1,0,0,11,1,3,0,1010,25,15,9,0.6,0.6,1.9,41,4,759,892,1502.5,97,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2353","Mateus Uribe",436,1,0,1,1,6,1,3,0,264,7,6,5,1.3,0.5,0.2,15,0,178,221,396.1,18,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2354","Mateusz Klich",199,0,0,0,0,3,1,1,0,150,11,0,1,0.1,0.1,0.2,8,0,86,120,805.3,9,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2355","Mateusz Lis",270,0,0,0,0,0,0,1,0,114,0,0,1,0,0,0,0,0,66,104,191.3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2356","Mateusz Wieteska",1350,0,1,0,0,7,2,2,0,875,17,23,15,0.3,0.3,0.3,7,1,628,756,1231.4,49,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2357","Matheus Cunha",499,0,2,0,0,17,9,2,0,185,6,3,8,1.9,1.9,1.2,23,2,88,118,1124.3,6,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358","Matheus Henrique",486,0,0,0,0,7,4,2,0,293,7,5,3,0.4,0.4,0.2,20,0,216,253,736.7,21,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2359","Matheus Nunes",866,0,1,0,0,15,3,1,0,440,22,3,11,0.9,0.9,1.2,24,1,258,330,1015.9,18,10,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2360","Matheus Reis",419,0,0,0,0,1,0,2,0,300,8,3,4,0.1,0.1,0.2,3,0,235,265,439.5,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2361","Mathew Leckie",174,0,1,0,0,0,0,0,0,86,3,0,2,0,0,0.3,4,1,40,59,135.7,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362","Mathew Ryan",540,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2363","Mathias Autret",860,2,2,1,1,17,10,0,0,469,14,6,9,1.9,1.1,1.4,33,5,306,394,1006.6,30,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364","Mathias Jensen",1153,1,3,0,0,8,2,3,0,799,35,15,18,0.4,0.4,2,45,6,474,671,1121.5,43,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2365","Mathias Jørgensen",457,0,0,0,0,2,0,0,0,303,8,9,13,0.5,0.5,0.1,2,0,204,251,537.3,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2366","Mathias Kehinde",308,2,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2367","Mathias Olesen",97,0,0,0,0,0,0,0,0,30,3,1,1,0,0,0.1,1,0,17,24,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368","Mathías Olivera",901,1,2,0,0,5,1,2,0,800,31,9,18,0.5,0.5,1,28,4,568,671,NA,37,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2369","Mathias Pereira Lage",942,0,1,0,0,16,6,1,0,423,12,13,5,0.8,0.8,1.4,21,2,206,303,1004.4,15,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2370","Mathias Rosenørn",180,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2371","Mathieu Coutadeur",802,0,0,0,0,2,0,0,0,612,11,10,7,0,0,0.5,15,0,466,550,1028.5,37,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372","Mathieu Peybernes",180,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA
"2373","Mathieu Valbuena",23,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2374","Mathys Tel",293,3,0,0,0,15,6,0,0,175,1,2,8,1.5,1.5,0.2,10,1,103,125,874.6,3,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375","Matìas Soulé",164,0,0,0,0,3,0,0,0,91,1,1,1,0.5,0.5,0.4,10,1,62,68,719.8,4,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376","Matías Tissera",35,1,0,0,0,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2377","Matías Vecino",952,1,0,0,0,16,4,1,0,575,19,10,17,1.9,1.9,0,16,2,393,478,1333.6,40,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378","Matías Viña",72,0,0,0,0,0,0,0,0,75,8,2,5,0,0,0.1,4,1,33,51,284.2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379","Matija Malekinušić",1,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2380","Matija Nastasić",285,0,0,0,0,2,1,1,0,109,4,8,1,0,0,0,1,0,62,76,338.2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2381","Matis Carvalho",136,0,0,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,21,53,79.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382","Mato Jajalo",63,0,0,0,0,2,0,0,0,38,0,0,0,0,0,0,3,0,23,29,230.4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383","Mats Hummels",1373,0,0,0,0,6,0,5,0,1216,36,28,25,0.6,0.6,0.1,14,1,912,1042,1479.1,48,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384","Mats Knoester",204,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2385","Matt Doherty",357,0,0,0,0,5,1,0,0,248,9,6,5,0.3,0.3,0.1,8,2,166,207,667.7,4,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","Matt O'Riley",481,0,0,0,0,16,5,2,0,353,18,11,9,1,1,0.5,15,0,224,274,487.5,22,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387","Matt Ritchie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388","Matt Targett",426,0,0,0,0,1,0,0,0,313,11,7,4,0,0,0.3,13,0,216,283,757.6,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389","Matt Turner",270,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,82,103,237.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390","Matteo Bianchetti",908,1,0,0,0,5,3,1,0,474,16,6,18,0.7,0.7,0.2,7,0,282,360,861.6,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391","Matteo Cancellieri",196,0,0,0,0,4,1,1,0,101,7,1,3,0.3,0.3,0.4,5,0,51,70,770.7,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392","Matteo Darmian",708,0,2,0,0,0,0,2,0,401,25,6,8,0,0,1.1,17,4,265,337,NA,18,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393","Matteo Gabbia",610,1,0,0,0,2,1,1,0,404,13,6,6,0.4,0.4,0,4,0,282,343,797.4,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394","Mattéo Guendouzi",1470,3,2,1,1,22,6,3,0,992,22,17,8,3,2.2,1,40,4,738,867,1680.8,76,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2395","Matteo Lovato",140,0,0,0,0,0,0,0,0,108,4,1,0,0,0,0,0,0,79,93,169.7,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396","Matteo Pessina",994,2,1,1,1,11,4,2,0,698,9,12,18,2.1,1.3,0.8,28,3,508,594,1102.6,44,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397","Matteo Politano",894,4,3,3,3,27,5,3,0,556,22,6,3,4,1.6,3.1,58,4,315,431,1292.3,36,16,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398","Matteo Ruggeri",115,0,0,0,0,3,0,1,0,95,1,5,4,0.1,0.1,0,1,0,56,76,335.2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399","Matthew Clarke",374,0,0,0,0,0,0,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2400","Matthias Ginter",1350,2,1,0,0,9,5,2,0,1005,18,20,19,0.6,0.6,0.5,15,1,730,876,1209.3,54,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2401","Matthijs de Ligt",1111,1,0,0,0,5,3,4,0,984,12,13,13,0.2,0.2,0,10,0,804,874,NA,36,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402","Matthis Abline",105,1,0,0,0,6,2,0,0,35,1,2,1,0.8,0.8,0.2,7,2,6,14,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403","Matti Peltola",235,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2404","Mattia Anastasi",20,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2405","Mattia Caldara",599,0,0,0,0,6,2,2,0,371,11,11,8,0.3,0.3,0,4,1,223,292,709.7,16,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2406","Mattia De Sciglio",555,0,0,0,0,3,0,0,0,406,8,3,5,0,0,0.1,12,1,285,353,893.3,27,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","Mattia Destro",456,1,0,0,0,18,6,2,0,113,1,1,2,1.2,1.2,0.3,9,1,33,59,582.7,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408","Mattia Perin",768,0,0,0,0,0,0,1,0,308,0,0,0,0,0,0,0,0,231,294,712,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","Mattia Valoti",221,0,0,0,0,1,0,0,0,105,8,2,4,0.1,0.1,0,4,0,67,81,411.5,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410","Mattia Viti",601,1,0,0,0,2,1,0,0,406,4,8,9,0.1,0.1,0,2,1,296,348,596.6,14,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2411","Mattia Zaccagni",1020,5,3,0,0,22,12,2,0,437,13,6,12,2.5,2.5,1.4,31,5,249,314,1014.5,24,14,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412","Mattias Svanberg",627,0,2,0,0,4,2,2,0,240,10,8,8,0.4,0.4,2,16,3,117,167,NA,19,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413","Matty Cash",1208,0,0,0,0,6,1,4,0,759,26,18,10,0.2,0.2,0.8,18,1,474,632,1093.7,32,8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2414","Matz Sels",1350,0,0,0,0,0,0,1,0,481,2,1,0,0,0,0,0,0,296,423,1049.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","Maurits Kjærgaard",495,0,0,0,0,9,1,0,0,228,21,4,10,0.5,0.5,1.3,18,0,96,152,358.6,13,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416","Mauro Arambarri",511,0,1,0,0,5,0,2,1,276,7,5,10,0.1,0.1,1,13,3,198,235,503.6,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","Mavis Tchibota",104,0,0,0,0,4,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418","Max Kilman",1350,0,0,0,0,5,0,0,0,1038,14,14,26,0.6,0.6,0,9,0,740,889,1222.6,52,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419","Max Kruse",272,0,0,0,0,9,2,0,0,141,1,0,2,0.7,0.7,0.1,10,1,90,121,362.5,8,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420","Max Watson",359,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2421","Maxence Caqueret",973,0,1,0,0,9,4,1,0,829,33,10,14,0.6,0.6,1.3,36,4,607,714,1185.6,65,8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2422","Maxence Lacroix",804,1,0,0,0,2,1,0,0,655,7,14,12,0.3,0.3,0.1,6,0,478,555,813.8,26,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423","Maxi Gómez",127,0,0,0,0,4,0,0,0,32,0,0,0,0.2,0.2,0.2,2,0,11,18,300,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424","Maxim Leitsch",620,0,0,0,0,2,1,0,0,378,8,18,7,0.1,0.1,0,2,0,234,303,537.7,17,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2425","Maxime Busi",507,0,1,0,0,2,0,3,0,291,8,5,6,0,0,0.1,6,1,162,238,467.6,13,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426","Maxime Dupé",1350,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,421,548,1170.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427","Maxime Estève",810,0,0,0,0,3,0,3,0,461,15,24,19,0.3,0.3,0.1,6,0,271,341,952.7,15,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","Maxime Gonalons",529,1,0,0,0,3,1,3,0,360,19,4,5,0.4,0.4,0,3,0,269,304,805.7,27,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","Maxime Le Marchand",967,0,0,0,0,4,0,5,1,733,22,20,8,0.2,0.2,0.3,11,2,508,633,1024.6,47,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430","Maxime Lopez",1083,0,0,0,0,6,2,5,0,827,22,11,11,0.5,0.5,1.2,32,2,639,730,1129.2,68,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2431","Maximilian Arnold",1307,3,2,1,1,16,5,4,0,869,29,8,23,1.2,0.4,2.8,48,3,534,724,1096.5,49,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432","Maximilian Bauer",1039,0,0,0,0,8,0,6,0,546,16,19,11,1.6,1.6,0.3,11,1,295,413,993.5,21,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433","Maximilian Eggestein",1019,0,2,0,0,6,1,1,0,468,26,14,17,0.5,0.5,0.4,21,5,295,377,NA,30,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434","Maximilian Mittelstädt",355,0,0,0,0,3,0,1,0,263,15,10,7,0,0,0.7,12,0,145,201,528.5,16,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435","Maximilian Philipp",116,0,0,0,0,1,1,0,0,49,2,0,1,0.1,0.1,0,1,0,27,42,183.3,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436","Maximilian Wöber",165,0,1,0,0,2,1,0,0,90,9,0,3,0.1,0.1,0.7,5,1,32,72,131.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
